1.75,0
5.25,0
8.75,0
12.25,0
15.75,0
19.25,0
22.75,0
26.25,0
29.75,0
33.25,0
36.75,0
40.25,0
43.75,0
47.25,0
50.75,0
54.25,0
57.75,0
61.25,0
64.75,0
68.25,0
71.75,0
75.25,0
78.75,0
82.25,0
85.75,0
89.25,0
92.75,0
96.25,0
99.75,0
103.25,0
106.75,0
110.25,0
113.75,0
117.25,0
120.75,0
124.25,0
127.75,0
131.25,0
134.75,0
138.25,0
141.75,0
145.25,0
148.75,0
152.25,0
155.75,0
159.25,0
162.75,0
166.25,0
169.75,0
173.25,0
176.75,0
180.25,0
183.75,0
187.25,0
190.75,0
194.25,0
197.75,0
201.25,0
204.75,0
208.25,0
211.75,0
215.25,0
218.75,0
222.25,0
225.75,0
229.25,0
232.75,0.00004807826765
236.25,0.0007109289781
239.75,0.004695083304
243.25,0.02248144844
246.75,0.08813408305
250.25,0.2437970964
253.75,0.5368929513
257.25,0.9418649344
260.75,1.435934994
264.25,2.027234656
267.75,2.542164732
271.25,2.845765307
274.75,2.986980623
278.25,2.945073499
281.75,2.757986721
285.25,2.457436865
288.75,2.174378589
292.25,1.868966375
295.75,1.613173106
299.25,1.382578351
302.75,1.204325127
306.25,1.035029526
309.75,0.9179559918
313.25,0.8361184773
316.75,0.7722127548
320.25,0.7236732252
323.75,0.6830140236
327.25,0.6765000777
330.75,0.6769832587
334.25,0.6762402183
337.75,0.6746897133
341.25,0.6804598362
344.75,0.7027642832
348.25,0.7300720716
351.75,0.7581465568
355.25,0.7801537422
358.75,0.7962841166
362.25,0.8095652883
365.75,0.8336559393
369.25,0.8736225012
372.75,0.8990759586
376.25,0.907670855
379.75,0.9297789433
383.25,0.9575779885
386.75,0.9753638142
390.25,0.9954434698
393.75,1.005238403
397.25,1.029727194
400.75,1.047192567
404.25,1.069426282
407.75,1.085322066
411.25,1.096789005
414.75,1.111699779
418.25,1.121245194
421.75,1.138412584
425.25,1.150068816
428.75,1.145078962
432.25,1.160644381
435.75,1.174632425
439.25,1.183244198
442.75,1.190837753
446.25,1.188165635
449.75,1.19749661
453.25,1.198549412
456.75,1.202512918
460.25,1.180193537
463.75,1.173354351
467.25,1.172346304
470.75,1.155075832
474.25,1.149996253
477.75,1.142715187
481.25,1.122755162
484.75,1.106429645
488.25,1.08638168
491.75,1.075919707
495.25,1.051945093
498.75,1.033129622
502.25,1.017911017
505.75,1.001748819
509.25,0.9769703648
512.75,0.9553625637
516.25,0.9300897744
519.75,0.9083882252
523.25,0.9012463199
526.75,0.9055260197
530.25,0.8883955974
533.75,0.8674924366
537.25,0.8471520327
540.75,0.8324744611
544.25,0.8221135599
547.75,0.8266179139
551.25,0.8326539723
554.75,0.8328760703
558.25,0.8321035566
561.75,0.8306701318
565.25,0.8315823826
568.75,0.8410415233
572.25,0.8480469651
575.75,0.8585608241
579.25,0.8684501729
582.75,0.8659083749
586.25,0.8779488134
589.75,0.8937073075
593.25,0.9051927261
596.75,0.9202221351
600.25,0.9441918874
603.75,0.9592974858
607.25,0.9727386557
610.75,0.9724772307
614.25,0.9810588194
617.75,0.9970035576
621.25,1.019089366
624.75,1.029168718
628.25,1.033399877
631.75,1.038793351
635.25,1.044646474
638.75,1.062551443
642.25,1.067556357
645.75,1.076207711
649.25,1.078896715
652.75,1.08365631
656.25,1.088351144
659.75,1.092980407
663.25,1.098356669
666.75,1.100207183
670.25,1.099370009
673.75,1.091055938
677.25,1.077114199
680.75,1.075752948
684.25,1.072886018
687.75,1.071152961
691.25,1.065201241
694.75,1.051492821
698.25,1.049964339
